,user_name,user_elite,stars,review,user_date,user_friends,user_reviews,user_photos,user_url
80,Billy M.,1,4,I think Lombardi's is the best pizza place in Manhattan. You can add so many toppings to your pizza like vegetable meat or herbs. The ambiance has a cozy and modern approach the upstairs is the best place to sit. I recommend ordering their clam pizza it's delicious.,3/31/2019,1238,420,160,5Z5Pq5tMKzbXjATgXsKFFQ
81,Mattison C.,1,5,Went to NYC looking for a great Italian pizza place in Little Italy. Lombardi's was a great place according to yelp. My friend and I tried here and really liked it! We had the signature pizza with eggplant ($36) and a pitcher of Stella beer ($28). Spent $40 each on dinner with everything included tip and tax. It was expensive.,12/11/2018,145,152,291,AUm63LZCY5trnQTYh4DjNg
82,Danny O.,1,3,"Just an ok pizza.  Very thin, crust on the crispy/charred side rather than chewy.  Sauce and cheese are pretty good, proper ratio and intermingling of mozzarella and sauce.  Pepperoni was disappointing, just mediocre little nubs of greasy pepperoni.  Overall flavor is good.But ultimately, this didn't really seem like great pizza.  It was good, it was fine.  Nothing really that special except for the history and the price, which is expensive for what it is.  I'm glad I came, but probably won't be back.  There's better pizza for a better price out there.",12/17/2018,12,143,0,kmsWhIuzA48987Z12-cQ7g
83,Rick B.,0,3,"Cash only! Time to leave the 1800's behind. Meatballs tasted processed and the sauce was bland. The wait staff were slow and kind of took their time returning our change. Thinking we would leave a $15 tip, not for their lack luster Svc. Only good thing was the pizza which had good flavor.",7/3/2019,1,35,0,SqXyXdwImznSztHYU3NIzg
84,Sabrina I.,1,5,"I know that this place is a tourist spot but it's one of the oldest and maybe the oldest pizzeria! It's all over everyone's Instagram feed so you can't help but pay this place a visit. Worth the wait? I think YES! I've had many great white pizza options in NY and this place takes #1 for me in every way. It comes out bubbly and cheesy and full of simple dynamic flavors that will have your taste buds wanting more. Some say it fell off and needs many new modern adjustments, I say if it's not broken don't fix it! This place is iconic and full of so much love from all around and I do believe it'll always be my top pick for a pizza joint. It may not be fast food but you'll enjoy the interior ambiance amongst your company and other pizza lovers out there just like you. Staff is ALWAYS friendly and welcoming so it's always a win win in my books. Give it a try- you won't regret!",1/4/2019,27,87,47,mdgJ21WscxAG2eGpgVtL4Q
85,Jeannette C.,1,5,"This is the best pizza I've ever had in my life. This is the best pizza in NYC. As far as I know, this is the best pizza in the world. This is Zagat rated pizza, people. We stumbled across this the last time we were in town, We were there for 6 days, and ate here three times. Some times of day or week there will be a wait (no reservations). It is worth the wait. I weep soft tears for you if you do not get pizza here if you have the chance.",4/5/2019,109,61,9,kCdtuKhi974YM6bqPFtocQ
86,Surupa B.,1,5,Loved the simple cheese pizza. It was worth it.Only bad thing was it was cash only.Luckily we had some cash that day.,12/11/2018,6,123,63,HdkOBuNDUK9k8gPS4i1IWQ
87,Wilbur V.,1,4,"In my lifetime, pizza has always been my favorite food. From being able to eat a whole 18"" pie in one sitting to being motivated to run just so I can eat pizza, I have never tried Lombardi's Pizza despite growing up in the NYC area....until shortly before this review was published.We were fortunate that a friend had to come early to reserve a table of 3 so the wait was nothing when my other friend and I arrived to the restaurant. We were seated promptly and proceeded to order a breadsticks appetizer and the main attraction: the margherita pizza with pepperoni!I wasn't really impressed with the breadsticks, but the pizza was pretty solid. For being the first pizzeria in the states, it did not particularly blow me away one bit. It still was solid! Better than pizza I'd find in Dallas; albeit very pricey ($25 for a 16"" pie). However, this is Manhattan, so you should be expecting almost tourist prices for a place like this.All in all, it's solid, and if this is your first ever pizza experience, it's a great place to break your pizza virginity.",11/25/2018,608,199,167,8LD1moESm7jf42i3Bqcm4A
88,Karen A.,1,4,"My husband wanted to try Lombardi's for quite some time. He finally decided to make it a destination so we trekked to Manhattan. Mind you we have gone as far as New Haven for pizza so this was a cinch. I must say I was impressed. Just because a place has been around for many years does not mean it is very good. Some become tourist traps. This place is not one of those.We opted for the Margarita pizza as we feel to judge a great pizza keep it simple. Since it was lunch we got the smaller size which was a perfect size. I was impressed by the flavorful sauce. It was not too sweet or tangy and was just the proper amount as to not make the pizza soggy. The crust held up nicely. It was crunchy throughout. The mozzarella was nice and stringy. The fresh basil was also a nice touch.Another visit is definitely in our future though I am hesitant to try the clam pizza because on the menu they state beware of sand and shells. I am quite perplexed by this as I feel if you are going to serve something you should have enough pride in your product to do it right. Take Frank Pepe in New Haven as an example, Not a shell nor a piece of sand in sight!",6/23/2018,32,167,401,ivspVrtrYIXKlssD0QH7ZQ
89,Luke L.,0,5,"Pizza's certainly not indigenous to NYC, but New York-style pizza is a very particular item, and the first pizzeria in America was Lombardi's, which opened here in 1905. Several generations of master pizza makers got their starts at Lombardi's, which is still one of the best pizzerias in town, serving thin crust pies with an even thinner layer of sauce, enjoyed on gingham tablecloths.",7/20/2019,0,2,0,G7GpvC6fvSGet3m-faBdUg
90,Alyssa R.,1,4,"This place deserves a 3.5-4 star rating. I heard a lot of hype about their pizzas. I arrived with one other person and we ordered two pizzas. It was way too much food for two, but I really wanted to try different ones. We did a white pizza with pancetta and a margarita. They were both good but would not say great. Definitely worth going if in the area but would not go out of my way. Another gripe is no free refills on drinks. Cash only.",11/18/2018,82,305,195,V-Tv_2hv1Ag3wQrqOpVnEQ
91,RA W.,0,3,"Fun place with lots of animated customers moving in and out!Legend has it, this is the oldest Pizzeria in New York City. NO idea if that's true!The vibe is Little Italy, loud and can be a bit crowded with tourists, so do be in a Little Italy mood if you come here. While this restaurant has decent seating and serves wine, it is by no means a fancy pants establishment...some of the customers were dressed in EXTREMELY casual clothes...you could probably eat here in your pajamas.The sauce on the Margherita pizza tasted sweet to me. The crust is not thin, but it's not super puffy. Ingredients appeared and tasted fresh. This pizza is not dripping in grease. The cheese and sauce is spread out, making it hard to stuff your mouth with all of the pizza ingredients at once. The blue cheese salad dressing was to die for! Yes, they only take cash. Prices are reasonable...it's not like you got to walk in their with a wad of Benjamins to get a decent-sized pizza. No, this is not vegetarian friendly. I did not notice any vegan options...all salads featured dairy/cheese. There are no desserts on the menu, but plenty of near by places you can grab a cannoli. Service was easy going, friendly, and prompt. I would give more stars, but the menu was too limiting for me personally. Overall, this place is as advertised and there are no surprises.",4/13/2019,4,97,22,D41HComK7bNVvQi3yhVKmA
92,Hoa L.,1,5,"We stopped in at an odd hour on a weekday - about 5pm. It was pretty quiet except for about 2-3 tables around us. I had read that the prices were somewhat high, therefore this restaurant was not always too packed. That detail seemed to be true as our pizza was over $30 and prices ranged to about $15-30, depending on the size. Don't come here if your wallet is on a diet. Instead, find some $2 for 2 slices of pizza or a hot dog.The taste of the meal blew me away! We opted to try the clam pizza because it sounded special and we were craving clams. Well, at least we were after we read 'clam pizza'!Service was quick, we were seated and our drink request taken quickly along with our pizza order. I would say it took about 15-20 minutes for the food to arrive. At first, we considered not finishing it due to the sheer size and magnitude of clams we would be eating. After a 30-second discussion about the fact that we really don't have any space to carry leftovers or time to eat them, we convinced ourselves to conquer the monstrous pizza.It helps that the pizza is thin crust, but not crispy -- chewy. It sort of just falls into your mouth and melts into bits of yumminess down your tummy. Clams tasted fresh and I did not encounter the cautionary sand Lombardi's mentioned in their menu. With a squeeze of lemon and a shake of red peppers, we were on our journey to consuming an entire cluster of clams. Or, maybe a cluster of families of clams would be a better description. It's not greasy, it's simple and plain, good pizza. No tomato sauce to detract from the clam flavor.",5/24/2018,174,504,1004,bVdfJwnjZSqO_H7OrQuV5A
93,Steph P.,0,5,"So delicious, first restaurant I was craving since I arrived in NYC, make sure to get here early as they get very busy even during the weekdays",5/23/2019,0,14,12,ZTGXMhria9QA6yZEU6h5xw
94,Beanie F.,0,3,"Honestly, overrated. It's a thin crust basic slice - not super flavorful, doesn't hold up well (saggy slice) and it's just sort of there. Great for a pic, not worth the carbs, certainly not what I'd call NYC's best slice. Moral of this review - skip it and get a delicious thin slice at Violet or Denino's.",4/11/2019,225,97,44,sCay43yuvh2TyMG_EsvMRQ
95,Betsy B.,1,3,"Having a coupon for 10% off at Lombardi's and one of us really wanting  a pizza it seemed like a good idea to try it.  When we got there, it was crowded but we were seated right away in the back room next to the bathroom.  Since there is only one bathroom, there were often people in line behind us.  It wasn't too much of a distraction though.The waiter was pleasant and helpful.  My two friends shared a margherita pizza with a garlic spinach topping.  I wanted something different and had the calzone.  The calzone is similar to a folded over pizza.  One nice thing about it is that you can add 3 toppings at no extra charge (toppings on a pizza are extra).  I had the garlic spinach and mixed sweet peppers.  There was a lot of toppings in the calzone and the flavor was nice.  The tough was good but would have liked less topping and more cheese.  The portion was large-probably enough for 2 people.   My friends liked their pizza but I didn't think it was all that special.  The restaurant is historic which can make it worth a visit.  They have posted a number of awards and articles about it.  They are cash only.  Service was ok though the pizza for my friends came out well before my calzone.  It's a very casual place.  Prices seem a bit high especially for adding toppings.  The calzone was a good value since it included free toppings.  I was glad to try it once.",6/5/2018Updated review,53,551,996,IOoR8_05eltJPEvwSDCZjw
96,Tuan N.,1,2,"Alright ya'll...I fell for it...as a tourist...I fell for the trap!  I had the opportunity to visit New York, and was told I must experience America's first pizza and as it's ""real NYC pizza"" that you can't get anywhere else.  Well, they're right, I can't get NYC pizza anywhere else, but I can get just as good or better pizza right where I'm at.  The restaurant definitely gave me a touristy feel to it, and it's the first time I had the pleasure of walking past/through(?) the kitchen area to get to the ""other"" seating area.  Interesting.  Overall, clean as I can tell due to the dimmed ambiance.I tried one of their ""unique"" pizzas...the clam pizza.  Man, I should've saved my money and bought their plain and simple pizzas.  Super pricey pizza for mediocre pizza (I love eating clam and other shellfish, too!).  Sad to say, I've definitely had better.  If you're one to say they've been there, and done that...go...but save yourself some dough and get the simpler pizzas...they probably taste better than their unique pizzas.  Otherwise, there's better pizzas to be had around NYC.  Give those fellas a chance too while you're in NYC.",5/4/2018Previous review,61,124,130,t_unmRFbvisuSuWW_HFHSw
97,Laura S.,1,4,"Lombardi's pizza is delicious in every way, and definitely worth a visit.I feel it's so popular though that I'd personally recommend a smaller shop with less of a wait. However because of it's heritage, it's a must in many ways at least once. I dropped by recently on a random Sunday afternoon though and we immediately got a table, which was such a relief.I don't think there's such a thing as a shitty pizza at Lombardi's, so worth the wait to say you've done it!",12/5/2018,136,329,4,A4nxUeYN4uXXKvkNdmHapQ
98,Juan M.,1,4,"Awesome looking building inside and out. They bill themselves as America's first pizzeria. If that's true, that's history book level! Staff warmly greeted me and seated me right away. The most popular pizza is the original margherita. I ordered the small and added pepperoni. It was tasty but not the best in the city. Bleeker's Street and Prince Street Pizza are better. That does not mean I didn't like Lombardi's as I though they have a great tasting coal oven pizza.",11/11/2018,1852,1924,28514,PcvbBOCOcs6_suRDH7TSTg
99,José Ignacio O.,0,5,"It may run on the fact that it is the oldest pizzeria in America. It may be on the edge of Manhattan's Little Italy. It may be extremely appealing to tourists. It may be all of that, but it is also a great pizza.Excellent sauce, good toppings, good dough. Not a fan of the ambience of the restaurant.If you are a pizza buff, you should definitely visit Lombardi's at least once.",10/28/2018,15,81,297,28Iy2PhpCtHmrNbcMklliQ
100,Bill P.,1,4,"We went here for pizza based on their reputation. We enjoyed our meal. We shared a house salad and a small Margherita pizza. The salad was a garden salad that had a generous amount of various garden vegetables: tomato, onion, mushrooms, and cucumbers. The pizza had a nice thick crust and a generous amount of tomato sauce which I like. The restaurant is small and we had to wait a short while for a table. The meal was somewhat expensive. They are a cash-only business. I'm glad we ate here. I'd recommend that NYC visitors try this restaurant. That said, I probably won't make this a must for future NYC visits.",12/9/2018,66,544,1447,3OAkpYTgzgt3phm76l86LA
101,Sebastian T.,1,4,"I have a love for good thin crust pizza in wood fired ovens and what better place to try it than NYC?!I found this spot thru stellar yelp views when looking for pizza places in my proximity. The pie was definitely on the expensive end, but I can understand why. Their rep definitely backs up the food and i was overall happy with the pizza. The food took a while to come out, but it was a pleasant experience in the end. I recommend checking this place out!",5/1/2018,317,269,890,4IsfIY1Df9dxEeDu7lHd5g
102,Daniel J.,1,4,I'd give the pizza 3 stars and the history 5 stars. Had better in New York the day before. Nothing about it wowed me except the fact this was the first pizza place makes it special. The pizza is a bit overpriced for the taste but worth stopping by once.,10/27/2018,600,295,1313,Ku6kM8PmU3dd_ORJggBdNQ
103,Linet O.,1,5,Jesus take the wheel. Lombradi's was at the top of my list of places to eat on my trip to NYC and I am so glad I came here on my first night in the City. We started with the bruschetta appetizer. Best bruschetta I have ever had in my life! We ordered the white top pizza with olives and mushrooms - to die for! I wish I wasn't so full so I could order another pizza.Service was fast. Our waiter checked up on us numerous times and the restaurant was small and cozy. I felt like I was at an old Italian woman's house for dinner who kept insisting I keep eating. Highly recommend everyone check out this legendary pizzeria.,4/23/2018,445,679,766,0cD3qzBX-jPynTHzg9oc3g
104,Nadia H.,1,4,"Finally the legendary Lombardi's! My brothers and I were so excited to eat here. We came around 12pm and the place was already pretty full. We ordered a pie for the table that was half margherita and half white. Of the two, I definitely liked the margherita more! The tomato sauce on it was amazing. The white was good as well but I found the cheese to be a little overwhelming. Overall, the pizza was definitely tasty but I think Lombardi's is a bit too touristy. I would definitely recommend trying more hole in the wall pizza shops around NYC!",5/4/2018,336,115,277,pRLG3TptY-jZdfhafMDmqg
105,Carmen S.,1,3,"I did not realize I would pay for a $35 mediocre pizza by coming here....Yes, this place is very cool and has lots of hype. But to me you'd be much better off going to Joe's Pizza and having a giant slice that fills you up for $3. The pizza we ordered had pancetta (sliced ham) and arugula on top which was pretty delightful but certainly not extraordinary or different from any other pizza. The crust was a little ovecooked. It was all around ""meh"" but the price made it worse.",11/10/2018,338,34,44,ud0mbXHCpQ9mxQrQfwUemg
106,Tahira R.,1,4,"Authentic little pizza place nestled in Little Italy with loads of history! This place has been around FOREVER so I had to check out the hype! But caution -- CASH ONLY. Food: We ordered two pies for 5 people, one small and one large which left us full! We got a classic tomato sauce pizza and a classic white pizza. Personally, I was a bigger fan of the white pizza but others in my group preferred the tomato sauce pizza. Both, I thought were a bit bland though. I think the white pizza sauce could've used maybe some garlic and basil in the sauce and the tomato sauce was more sweet than savory. Cost: CASH ONLY!!!! (which was annoying but they have an ATM, try to hit the bank before you come though to avoid the fees). The prices were very affordable and I thought they were adequate for the amount and quality of the pizza. Service: mehh, not bad but I think they struggle to check up on people with so much going on. But despite being super busy, pizza was out in less than 20 mins! Will I be back? Probably not. It's a cute little pizza place to bring your family or friends but nothing special. Loved the charming style with the picnic style set up (paper plates, checkered linens) but just a one time visit was enough.",4/13/2018,1249,154,777,bTmsFBWzWUShJad6sxaZ3w
107,Eemi M.,0,3,"Service was good, fast. Pizza: For 35$+their reputation you expect a lot more. I am not a pizza professionalist, but i know what is good pizza and theirs was just simply not.Unfortunately a huge dissapointment, for the price of pie and beer i could've got a sirloin steak elsewhere.",2/20/2019,0,3,3,iHyZIv5-Jhoee53ByotHUA
108,Jaclyn M.,1,5,"Last time I had a NY pizza, I was disappointed. It was very greasy, not enough cheese, and floppy. So, I was excited to give NY pizza another try!F O O D:AHMAZING. The pizzas are huge and there's many option, with several toppings as well. I ordered the white pizza because I always have to have ricotta on my pizza. I added garlic spinach to it and that was all it needed! I also ordered a blood orange spritzer; it was okay. The Italian soda with whipped cream wasn't that great either. S E R V I C E:Excellent. It was very crowded and we came in with a big group around 9:30pm! They didn't have room for all of us in one table, so we all go split up which was fine. They served us well, and had great attitudes even with the busy, loud, night. O V E R A L L:I cannot wait to come back!",4/22/2018,179,302,604,JQJcV2YLB2mx70poGvkjKA
109,Jane L.,0,2,"When my husband and I visited NYC, Lombardi's was a restaurant that caught our eye. Because of the history and the mere fact that pizzas in NY are supposedly amazing. I really wanted to love this place but sadly, I wasn't impressed at all. After contemplating what to get, we settled for what seemed to be their signature dishes. Half white, and half margherita. To me, it tasted so flat and gross that I only took two bites. I've been to far better pizza joints and I was highly disappointed. This place seems to be running the way it is because it's become a tourist trap. I would not recommend that you waste your money here.",3/23/2019,106,26,89,-3yyia2pOYvEQy0JgD66Rw
110,Saran W.,1,2,"My friend and I came here after a recommendation from my friend's co-worker.  We had been told that Lombardi's was THE place to try in New York for pizza, so we figured it must be pretty good!We were seated right away, and my friend and I decided to share the ""Cake Boss"" special pizza with prosciutto.  We sat around and looked at the decor while we were waiting.  Lombardi's definitely gives you that old Italian pizzeria feel, with lots of pictures on the wall, exposed brick, and checkered tablecloths.When our pizza arrived, it looked good, but was a lot smaller than I had thought it would be...  For the price, you'd expect a much larger pizza anywhere else, even though the menu clearly stated that it was a Large 16"".  If not the size, I figured the taste must justify the price point, right?  Eh... not really.  It didn't really taste like anything new or extraordinary to me.  The pizza was fine, but I wouldn't come back to Lombardi's again, especially considering the price.If you're looking for a signature slice of New York pizza, I'd suggest trying a by-the-slice joint somewhere else.  Lombardi's didn't really live up to the hype for me and it was too pricey for an only okay piece of pie.",5/14/2018,354,150,588,JTCtZoj8AjijcQptWAFxwQ
111,Eneida A.,1,1,"Honestly. Don't come here. This place is overhyped in every sense of the word. Got the Margherita pizza and added sausage. The sausage was so gross, tasted like chef boyardee. The pizza was nothing special. Crust was a little crispier than I would've liked and overall, the pizza lacked flavor. I didn't taste the basil and the sauce was bland. The parmesan on the table is extra stinky for some reason and the only thing that made this edible were the red pepper flakes I piled on. Save your money. Go to bleeckers, Julianna's, prince, hell... even artichoke to find a better slice worth your money. Price for a small Margherita with sausage: ~$26",11/6/2018,13,217,328,EBabfKfsqNyDORdjtcl4wQ
112,Ralph H.,0,1,"Came here all hyped with my co workers around noon. We were the first to go in, progressively people started to show up. Since they don't do single slices, we ordered a large pie of Margaritas. Surprisingly another family who ordered after us got their same pie before us and we discovered large size is the size of an average small/medium pizza. Forgot to mention we were 4 in total so mentally we prepared to eat two slices, well luckily we kept a menu and ordered an appetizer to ensure we don't leave with hunger. Upon pizza arrival, here where the hype went down pretty quick. First bite the pizza doesn't say much as far flavor speaking. It was well bland, literally the sauce was not making any justice. The crust was perfect, cheese well Margaritas pizza normally aren't cover in cheese so that was about right. Overall we walked disappointed.",3/7/2019,13,27,30,mdYfIgtKvbDgZ-ScrR7iXQ
113,Elli C.,0,1,"Although this isn't my first time at Lombardi's, I'm horrified at today's experience as I dined with paper plates and drank out of plastic cups like a preschooler. Creating unnecessary waste and doesn't even bother recycling btwn plastic and paper.This is far from a snob review. Imagine bringing an out of town guest and having to explain this is one of the best landmark pizzeria in the city.",10/13/2018,0,55,109,A7vHq2CNUW146dXyWjdK5A
114,C Y.,1,2,Cash Only. They gave us paper plates and plastic cups for water.  I would rather go to restaurants that used regular plates.We had Caesar Salad and White Pizza. The pizza's crust was crispy but we didn't like the flavor.,6/19/2018,3,230,646,zw8pz2bK-nNnB8MdWJbc9w
115,Sean L.,0,2,"Got the Clam {$35} and original Margherita with pepperoni {$26}.Clam was flavorless but tasted better with lemon juice. (lots of lemon juice)Original Margherita with pepperoni tastes pretty good. Mind you this is handmade New York original style pizza, so don't compare it to pizza hut and domino's.Overall pizza dough does kind of remind me of my days when I ate cardboard. But this was flavorful slightly charred cardboard, so I guess it was worthy. We ordered fountain drinks but when asking for a refill, our server told us that while fountain drinks does mean free refills, they don't give refills for fountain drinks in their shop, but we were welcome to order another one. After some more banter, he said ""it clearly says it on the menu."" When we asked to see the menu, he came back with a refill apologizing, saying he *thought* there were no refills but it doesn't actually say on the menu... -1 star for the flavorless clams-1 star for the cardboard-1 star for the fountain drink issue ‍",3/7/2019,478,58,126,WMwy7AlcJxK-XUcfllFbsw
116,Pito G.,0,3,"The Ambience and historic quality of the restaurant are great but the actual food isn't worth the price. We ordered the Margherita pizza and it wasnt anything to be blown away by. All the ingredients were indeed fresh and the quality tasted fine. But it was bland and not what you would expect. The price does not meet the taste, you're paying more for the history than the actual food.",3/31/2019,2,55,1,DqQFPp-f-Kbjaea2xPIGkQ
117,Wendy W.,1,2,"Lombardi's is a big ol' hype train. It was cool to visit a restaurant with so much history, but... you're in New York. There are far better places to go if you're craving pizza.We got the small original margherita pie and large clam pie. The margherita pie's sauce was tasty, but it was all cooked down and drained of moisture. This made the pie very dry and very underwhelming. The dough was also too crunchy. The clam pie was better, with a heaping amount of evenly spread clams, and nice with a squeeze of lemon. But it was again dry and in dire need of sauce.I will say that the iced tea with peach syrup was nice and refreshing. But the cost of the pies is not balanced by the quality in my opinion. I'd return to try the meatballs but pass on the pizza.",4/2/2018,139,211,947,4zu7xA2uDDVnnjeZSOQblw
118,Narim K.,0,1,"I came here 4 times.first time I came, it was just after 7 years in Canada (and ""Pizza pizza"" franchise is the barometer of Canadian pizza standard, which is quite shitty. I hope Canada has better pizza by now) so Lombardi's was way better than what I had for the previous 7 years in Canada..my scores would have been 4 stars at that time.And then I came here 3 more times over the years and now that I've lived in NYC for 8 years, Lombardi's is way way below average. Especially in coal-fired category.as a pizza lover, it breaks my heart that I have to give this low score THE FIRST PIZZERIA IN AMERICA, but this is out love. I hope they step their game up and live up to their history.It is a sad reality that Lombardi's and Grimaldi's are the ones that I recommend against to any of my visiting friends.",4/26/2019,114,38,0,2f67H1ksdzl98xltOxiNlg
119,Agta B.,1,4,"We had a guest visiting who wanted ""real NYC pizza"" so we ended up at Lombardi's. We were lucky, the wait on a Sunday night was only 10 minutes or so. We were seated in the back and had to walk through the kitchen area to get to our table. The smells were wonderful. We ordered the buddy pie with the prosciutto and arugula and a classic Margherita. The way to tell a good pizza place is to go for the classic and taste the sauce and the cheese and the dough. The dough was thin and crispy with a little stretch - just enough to lightly fold the slice. The sauce was fresh and tangy and the cheese was well melted with just a little bubbles burned. Delicious. The prosciutto pizza was good too. There was a lot of arugula and it contrasted nicely with the fat. I could have used some good olive oil to drizzle on top just to finish it off. We loved the food ... no wonder they have been around since 1905. The reason I took off a star is because of the service. Our server seems gloomy and not interested in anything once we told her we are not ordering alcohol. Also, paper plates, plastic cups? Not sure what it's about. However, the pizza is spot on.",11/25/2018,10,133,269,xlj1R2r-31KkTyoSPFZuRg
120,Blessy B.,1,5,"I've been dreaming about this place ever since I planned my New York trip. There was no way I was going home without trying the famous Lombardi's pizza. Luckily, it was pretty close to where I was staying. Margherita Pizza with meatballs. When the pizza was served there was just utter silence at the table because we couldn't talk. It was everything I expected it to be. The meatball add on was a great choice. The large pizza is good enough to share for four people. Definitely a New York staple. Lots of history at that place.",3/23/2018,873,296,984,jwNAw2CkV9obmNq_u4bbQA
121,Wing D.,0,3,"It's not what I'd expected. I wanted to try this place for many years and I finally got to try. Order a salad and pizza and it was just okay. I don't know about what happened but they gave TOO MUCH Ranch dressing. I'll be honest, it looked like they spilled the whole ranch dressing on the salad. I thought I was drinking soup so that was a No! The pizza is good, but had better. Not the best experience of eating pizza, but good service.",6/25/2019,157,29,3,BI8lIqm38J3AOMZhF5_yLA
122,Taline M.,1,5,"You have to go here!! This place is so charming, it makes you feel like you're at those authentic NY pizza places you've seen in the movies. Ok, so maybe I sound too much like a tourist, sue me, but I really liked the ambiance of this restaurant. The pizza here is phenomenal. We got half margarita, half pepperoni mushroom large and it was just enough for two. But that's because I can eat an abnormal amount of pizza and not get full...I basically ate all of it while my husband watched. But I think a large would generally be plenty for two I even got a soda (which I don't usually like/drink) because I was feeling so authentic. Root beer, don't judge! Back to the pizza: the crust was crunchy yet doughy, absolutely cooked to perfection. And everything else about the pizza was also done to perfection...the sauce to cheese ratio, the freshness and quantity of the toppings, just wow!!I want some now!!!I definitely think this place lives up to its good ratings on Yelp, you should check it out!",9/17/2018,77,415,399,tCBOlxGt4jM2B749s7mpcA
123,Nicole H.,0,2,"Really disappointing! I've heard of this place and was looking forward to trying. There was a line around the corner when we walked up, so we assumed ""this must be good!"" I truly don't know what the fuss is about. The pizza was completely mediocre, nothing extraordinary or dare I say even good! Also, its very overpriced! Skip it all together",5/27/2019,80,108,35,mGNNwkRnpwWXLt6D6jnEbA
124,Justine S.,1,4,"Wandering around Little Italy and noticed this is where the crowd was heading for dinner. Cash only place.We didn't know this place at all but it was packed! Waited about 15 minutes to get seated. Seeing as this is the first pizzeria in America (founded in 1905), this was bound to happen. We got the table that you see once you cross to the other side of the restaurant space so.. a pretty bad table.Ordered the original margarita large with extra olives and prosciutto. It was very good but also very standard. Adam and I were also insanely hungry so we scarfed it down in like 10 minutes.It was a bit expensive for pizza, considering NY is known for cheap as dirt pizza.Although it is famous, it is also touristy and I'm sure this isn't the best place to get pizza. But you go to say you did and it is worth it if you want the tourist points.",4/8/2018,260,904,3288,U1vl4SQzO3wTAWlYVnSjnw
125,Katherine K.,1,5,"No frills, cash only, tasty coal fired pizza. Perfect crust, full of flavor with the perfect char. Came here for an early lunch on a Friday and it was perfect timing, no wait and no rush. Ordered a wedge salad and their famous white pizza with pepperoni added. Beautiful looking pizza. I'm accustomed to having hot honey on my pizza, so I was slightly missing that hint of flavor but overall a five star pizza. Lots of ricotta so you have to enjoy that, with the white pizza. Would definitely get the basil mozzarella next time, it looked simple and delicious. Small pizzas are $23, salads (to share) $11ish, nyc prices for classic nyc pizza! We did have a problem with the bill, they over charged us by $20 but we pointed it out and they fixed it, I guess just review the bill- also cash only! ATM inside!",10/19/2018,152,95,161,C2A__RTmpp2zomA2QFoP6A
126,Pablo S.,0,2,"Although the service is good, the pizza is not worth what you pay for it. There are way better options out there in price and taste.Thank me later ;) Andrés- California",3/20/2019,0,2,0,8IRxrzxk3_RiCPZs0A5o1A
127,Robby K.,1,3,"I don't want to hate on a NY CLASSIC, I really don't..... but when you try to argue the best pizza in New York you gotta bring something more to the table. Fresh mozerella and home made sauce is great, but not nearly enough to blow me away. If I was to bring friends here and say try the best they would never believe me again. Cool ambiance, super sweet staff, and great service. I just wish it left me wanting more. I'm glad I tried it, but have absolutely zero desire to go back again.",3/19/2018,40,80,185,10eEK3LGSmbLd8okOzispg
128,Zain A.,0,1,"Tourist Trap? Phase 1:We walk in and the receptionist says there's a wait for 10-15 minutes for 2 people. Place was only 50% busy at max, was the 10-15 minute wait scripted, because after waiting barely 2 minutes we were seated. We sat very close to the entrance and heard the 10-15 minute wait script over and over again.Phase 2:We had to wait very odd 10 minutes of moving our necks around like giraffes seeking attention for a place that wasnt busy. Someone finally did show up and we ordered our food and it came in decent time. Phase 3 (Pizza time):Pizza etiquette, serve me the first slice mr. Being pizza aficionados the pizza was below standards. The taste of the sauce and cheese just didn't live up to high expectations and reviews. What's even more disappointing is that once the pizza came our waiter never  came back to check on us until it was time for $$$$$.",9/7/2018,0,5,5,h4Xkj4bLLCKy9YmSSlAcXA
129,Natalie H.,1,4,Great service and amazing pizza. My only two complaints were it is cash only and you can't sit at the bar to eat.  Although they were very accommodating and provided us with napkins and plates so we could sit outside and eat our pizza. I love that you can get two different kinds of pizza all on one pie. I completely understand why this is the best pizza in the city.,9/25/2018,82,86,90,Y5SHjnFi5P2BytM5lPBnBQ
130,Zahra W.,1,2,"One word to describe my experience: mediocre. I do not understand the hype. It took about 15 minutes to get a table for two, which wasn't too bad. When we got to the table, the waiter took our order. We ordered a large margherita pizza and just asked for water. He said that the cook time would be about 20 minutes. The plates and cups that they brought were plastic. It literally took 45 minutes from the time we ordered for the pizza to be brought to us. And that is not even the worse part. The cheese was somewhat burnt as was the bread. When biting into it, the pizza was so hard and crunchy, but not the good kind. Honestly, it was nothing special. I do not understand the hype. The pizzerias in New York that have a slice for a dollar tastes better. Would not recommend. This place was obviously the first pizzeria for a reason. Good pizza has come a long way since then.",2/20/2018,169,68,190,RkERC-XBMdXfw01mbSBAeA
131,Eric K.,0,2,"They may have invented pizza, but there has been a lot of improvements since... barely any cheese so it was like a hard dry cracker with sauce. I guess eating was an experience but not a great one. Also very pricey for sub par pizza",10/28/2018,213,68,14,NG_ICeDK3ULdnIVVN9Y8vg
