,user_name,user_elite,stars,review,user_date,user_friends,user_reviews,user_photos,user_url
294,Gab G.,1,5,An absolute hike for those of us who reside in West Harlem - but completely worth it. A few friends and I split two plain pies and after wolfing down three slices each we had plenty of leftovers. Also stopped next door for some spumoni (I went for the rainbow.) Great quality but not really my thing. The pizza is what we're here for!l Definitely one of the best I've had in NYC.,1/31/2018,212,1728,5319,HVQKFDi-vZbawtmLMq3ZOw
295,Michelle C.,1,5,One of my favorite pizza places in Brooklyn! Nothing beats a good ol' slice of Sicilian! The dough crust is pillowy and chewy and the combination of sauce to cheese is the perfect balance. Love both the corner pieces and center because it's just that good. I can never come here without getting an entire pie to bring home =P,7/28/2018,181,92,51,9NFN7QERdnKEsGhlfHKHsQ
296,Fleur C.,0,5,"If you ask me my favorite pizza in NY I'd direct you to L&B's! This place is known for their Sicilian style pizza. L&B's pizza is unique in the way that they place the cheese directly on the dough, homemade sauce on top, dusted with a generous amount of freshly grated pecorino romano and last, but not certainly not least sprinkled with olive oil. Every pie I've ever gotten has been freshly made to order with steam visibly filling the air.  The crust and bottom of the pie is crispy to perfection. When you sink your teeth into this slice, its almost like biting down on to a pillow of sweet tomato, cheesey saucy goodness. Anytime I make my way out to Brooklyn I make it a point to stop at L&B's. You're welcome in advance! p.s. if there is any room left for dessert after eating, since I can guarantee that you'll have more than one slice..I encourage you to try their famous spumoni ices!",1/25/2018,3,33,91,-MNkrJdxrCXPj4yaOqAt-Q
297,Rocio R.,0,5,"I must admit, I did not know what REAL pizza was until I tried L & B's! The pies are always fresh, hot & ready to go. I love that I don't have to wait for 30 minutes to get a pie. Definitely one of my favorite spots!",1/24/2019,0,4,3,Ug2zOwf7vcX75AJ6O2_S0A
298,Konstantin K.,0,2,The signature l&b squares are pretty good but used to be better. The spumoni is great too. The service is TERRIBLE and I'm not returning there again unless nothing else is open.,10/13/2018,9,42,0,pxttkFFDgOcd530UtSHrhg
299,Louie M.,0,1,This  place  sucks. It has the  worst  food  out there!!!! Go to any other pizza  place but  this  one.,6/2/2019,0,2,0,3VjLrclOxe7TyhCgoci11A
300,Jonn B.,0,5,"One of my all time favorite places to get a Sicilian slice! I always have it with their spumoni Ice and eat them together,bite for bite. Before you die, you have got to go here to try their square and their world famous Spumoni ice!",2/24/2019Updated review,3,41,0,NxtQashCHFBea9JRF1e_xA
301,Julia F.,0,4,The food is good and has a good portion size.  I would say its a great family restaurant.  The square pizza is highly rated and the round is decent.  ALL authentic and at a reasonable price.,3/22/2018Previous review,130,49,1,0RoYh1wYNL_O24RrKJGLiQ
302,Leah F.,0,4,This spot has great sandwiches and pizza 2 take out the restaurant used to be amazing a while back the portions have shrunk since the good old days and on some nights the pasta dishes aren't consistent in flavor most of the waiters are totally amazing the deserts are great don't forget to have the Spumoni it's a must,12/14/2018,3,69,173,QVLeEJhbaI6g0nAEGmNxnQ
303,Mike G.,0,5,"Traveled 70 min to try this pizza, as I've heard their ""square"" pizza is legendary. To start off the location is broken out into 3 sections. A small hole in the wall pizza joint with minimal seating, a take out section where you can see them preparing food as well as an ices and ice cream counter, and a sit down restaurant. All have separate entrences to them. I went to the pizza joint section as I was strictly there for the pizza. When ordering they only have ""round"" and ""square"" pizza. You can only get toppings if you order an entire pie and if you get ""square"" you order either half sheet or full sheet. We went with the half sheet which comes with 12 slices which is what they are most known for.The pizza was awesome, came out hot and very saucy which was perfect and the crust had a nice crunch to it. If you happen to be within the area I would recommend going out of your way to try this pizza. They are also very fast so no matter how many people are in front of you the line goes by fast. For the 45min I was there, people were walking out with half sheets and sheets of pizza non stop.",2/14/2019,123,28,83,K3qjMKnssfJhzgDt8Fccbg
304,Beth K.,0,5,"Ridiculously good. On the weekend....Don't go there hungry...because your gonna wait. In their defense we did go with a large group. The food was incredible. Started by sharing the ""famous pizza"".... this pizza is famous for a good reason.. it's AWESOME. The pasta portions are really large, take home large.I have zucchini/ eggplant, yum. The base sauce was great. Would definitely return on my next trip to Brooklyn",12/25/2017,9,61,10,kzAyGl169APpVFlyIi1YLw
305,Michael O.,1,5,Growing up in NEW YORK pizza is everywhere! People always told me about L&B but never really felt like driving 1 hour for pizza. Until I took the trip to this amazing place.. obviously ordered what they were famous for. The Famous L&B Sicilian pie. 12 sliced squares of complete heaven. Gas and tolls are def worth a trip.,2/17/2019,196,50,170,ruHNYEm9qZrL389uRtgejA
306,Cathy R.,0,5,"Lenny is the man !!My nursing friends and I are always treated like family when we meet there. The greatest food and so much of it. Comfortable family atmosphere.  I can't think of one dish that wasn't delicious. Steak, chops, shrimp, salmon and pasta. Can't wait to go back !Cathy Reydel",2/15/2018,3,4,15,W9_PViUqgJaFy77E90508Q
307,Angeline C.,1,5,I can't believe I've never written a review for this place.  I usually only come here for their square slices.  You must get a sheet or half a sheet.  Their pizza is delicious.  It's no frills.  The pies are freshly made and the wait isn't long.  The spumoni is also delicious and I usually get some to bring home.  Definitely come here and try the pizza and spumoni. You will thank me.  The only thing is that parking is hard so come during off peak time.,11/11/2018,67,640,346,AA08rmnSkJobHaBQbAu8Qw
308,Patricia G.,0,4,"THIS is the Italian meal I have been in search of around Brooklyn for months. Thank you! I began with the delicious baked clams appetizer (12) tasty, with fresh bread to sop of all the juices.For my entree I had the simple, yet perfectly cooked, Chicken Francese with fresh garlic and mushrooms...omg...the lemony garlic sauce on my plate was amazing...and I don't particularly like mushrooms. It came with potato croquettes and mixed vegetables or pasta with marinara, I chose the latter. I took a picture but that was after I had begun eating and remembered to try and catch the plating...ooops. I cleaned my plates and was a very happy camper, especially after a very disappointing dinner venture the day before starting with the rude Mamma Lucia's, ending with the bland Joes of Avenue U.This is now my go-to spot!.....I took one star off due to the crazy bathroom situation. Close off 1/6th of the outdoor picnic tables next to the main restaurant and expand 2 bathrooms to the dining room so we don't have to go outside, past the spumoni store, then the attached pizza shop around the corner, through the storage/ loading area to get to the 1 female bathroom..wth???.... come on now...love you though",8/13/2018,186,79,369,jJHJ4ufuQez_Oa_A_ug9Tg
309,Tania O.,0,5,Go there to eat their famous signature pizza. It's amazing and delicious! Also the dining restaurant serve good  food and their waiters does their job fast. Be sure to leave some room for the famous spumoni ice cream!!! Yummy!!!,8/3/2018,6,3,2,DBj1r-4eEkS8u9h5kPeBtw
310,Stella G.,1,1,"Came here with family who was visiting from out of town. L&B's reminded them of their childhood so they dragged us here. They grabbed a square pie and after some struggle (there are separate windows for everything and they're a bit confusingly labelled) I got my two regular round slices. Both the pie and the slices were nothing special and as well, cold. If I wanted cold pizza, I would have ordered from my favorite pizzeria, thrown it into the freezer, and saved some coin while I was at it. Honestly, people just come here because of the hype and how much space they have for people to dine outside. It's nothing memorable unless you're a kid and your parents made you frequent the spot growing up, which wasn't the case for me, so I don't see the wow factor. It clearly wasn't an off day, they just serve you whatever they have ready, no matter how long it's been ready for.Just save your money and grab a slice from any other pizzeria.",2/25/2019,360,472,19,_D1IJIac_NqbJJwXiCzz-g
311,Roberta T.,0,5,"Tourists from California! We took the subway from near Prospect Park because my son read on Tumblr that this was the ""best pizza in NYC."" We walked in 20 degree weather and it was soooooooo worth it.  The Sicilian squares were amazing, and the spumoni dessert was incredible.  I realized that I had never tasted REAL spumoni ice cream before!  It took us an hour to get back to Manhattan. Again, so worth it.",6/15/2018Updated review,111,37,17,Zgrn_7cUFgRnlrxCFWf1og
312,Richie G.,0,5,"Wow. I've been told about this place by my co-workers, heard it was the best in Brooklyn, and would agree!We had Sicilian pie and calamari for appetizers, pasta, and a huge ice cream and spumoni platter for dessert... EVERYTHING was fantastic! The wait staff was friendly, professional, accurate, and quick. NO COMPLAINTS at all! If I didn't live in Queens, I'd be there every day!",1/9/2015Previous review,4,32,5,Q2YbXCsabQuUz4qRyP8T1Q
313,Ayoub B.,0,5,Best pizzeria in Brooklyn. If you are in the neighborhood you have to stop and grab some pizza. Workers are fast so you don't have to wait long.,1/26/2019,0,2,0,8APgXxkW63eLT145jQGUZg
314,Potato H.,0,5,"The pizza here is amazing as well as all the food is! Though the food here is amazing, the service in the restaurant is not very good! I went there one time and had to wait 2.5 hours for 3 slices of pizza, it wasn't even that busy! I'd still give it 5 stars Bc the food is delicious!",7/18/2018,0,4,1,f0u47Cwbwf7qbUX0vpbXcw
315,Gina P.,0,5,"I live in California and I come all the way to Brooklyn to eat here. Well, really my boyfriend lives here and it is a MUST that we come here every time I visit!!! Best pizza I ever had! The Sicilian square pizza is my favorite. And when the weather is nice the Spumoni ice cream is the best way to finish off an amazing meal. Service is always very nice. Love this place. This place is our place and it will forever be our place! Love it. Keep up the great work! Hope you make it to 100 years!",5/27/2019,2,36,3,m4GOb2XqeVejR6-xTBOPeQ
316,Steve S.,0,5,Best square slice in Brooklyn hands down. I would drive out of my way for it any day of the week. Just thinking about it makes me crave it. Nothing else is like it. Great squares hands down,1/20/2019,0,7,3,fWESvl1sLHjN_ErtNVwtBA
317,Natasha P.,0,5,"One of my top 5 pizza places in the city. I have come many times over the years for a slice or some Spumoni. The pizza here is always delicious and never disappoints. The crust is fluffy, the sauce plentiful and the Parmesan cheese... what more can you ask for. The Spumoni always hits the spot on a warm summer day. It's a bit rich though so I would recommend the small. Got a cone last time I went and it was huge! I struggled to finish it to be honest. I'm always intrigued by the restaurant and will one day check it out - until then though - pizza it is!",2/16/2019,46,111,54,uhs1-cjmGgfkivWitlqjtw
318,Alexa S.,1,4,"Finally made it to the famous L&B Spumoni Gardens for a friends birthday dinner a few weeks ago. He lives nearby the restaurant and a few of my friends decided to head out to Brooklyn. For years I've heard about the excellent square pizza. The red pie didn't disappoint, it was awesome! We also ordered a bunch of dishes. I absolutely LOVED the chicken marsala, but the veal parmigiana and penne vodka were just ok. I'll definitely be back to get a pie and some chicken marsala. Can't wait to visit when I'm in the area again.",3/13/2019,796,194,206,kM_wCSihD-Zu9CoV1pakTg
319,Elaine Z.,0,1,So surprising to find L @ Spumoni Gardens Pizza to taste like bad white bread. Long linesshort shift to get you out the door  Can't understand why so popular.Review is finishedPlease post,7/22/2018,0,1,0,LzXlq7yh50DsQ1gULS4h0A
320,William K.,0,5,"My go to for Italian good in Brooklyn. The Sicilian slice is the best in the city, maybe the world. The food other than the pizza is delicious! The owner is a great guy and always takes care of us! One of my all time faves!!",8/22/2018,16,50,130,vrh6CT90hVdHusn6c2AP8Q
321,Katie B.,1,5,"Every visit here is a walk down memory lane, and not just because I'd come here as a kid and coming back reminds me of my grandparents and their version of Brooklyn, but because this joint has history.It has history and the great pizza to back up that history.It's worth it if you are willing to make the trek out to ishkibibble. The lines look intense, but they move fast.Bring cash.Eat pizza.",1/15/2018,145,221,20,02XIFrNGIGga2ot7guZe3A
322,James D.,0,5,What can I say they've been there forever and you can't find pizza like this anywhere else that's for sure a lot of sauce and very little cheese Covington neatly divided squares love it love it love it hopefully they're there for another hundred years can't wait to go back and gained another 5 lb LOL,3/10/2019,0,9,0,3WmdgjwVEPvWWW4Lbi2oCw
323,Jim B.,1,4,"This place may seem a bit overrated to you, almost as if it benefits from the television and celebrity exposure it has received over the years, like if the Kardashian family sold ""Enemas by Kardashins"", then everyone and their grandmothers would be paying inflated prices to buy Kardashian enemas without consciously realizing that they are still just inserting the same salty water into their rectums that they can do without a name brand enema.Accordingly, it may seem like L&B's is selling the same Italian pie you can get around Brooklyn, but just with more people buzzing around.  I assure you that this is not the case.  The pizza here is as advertised and worth making a detour to go get some.  It's sold hot and fresh, by the slice or square (full pies are called squares), and has the saucy flavor you crave.  I watched them whip up sheet pan after sheet pan of pies that they sold by the slice... They just kept rolling out the door.The pizza side of the establishment is a little tight, with a small eating bar mostly covered in spare pizza boxes and napkin holders, and only a few small tables mostly covered in high school kids and Jets fans.  There is a restaurant side with more seating but I think the interior would benefit from a large scale remodel.  The outside seating is ample and decent but it was too cold when I went there to eat outside.  Maybe if they covered the patio and threw some heaters out there they could do year round seating if they are in to that kind of thing.  So, is say it's best that you do pick up.Considering all the press this place gets it's still very inexpensive: slices are $2.75, and squares are about $25.  So you can shove your Kardashian enemas and other establishment's tomato pies in your rectum all you want and I'm going to L&B's.",3/12/2017,119,358,805,QaOtVVgxD5GYyE9ALuKNQA
324,Emily D.,1,5,"I've been here multiple times with friends and each time is magical. The pizza here is truly one of a kind and a must taste. Every time I'm in Brooklyn I make it a point to stop here! Their Sicilian square pizza is one of the best I have ever had. I've never dined in here, but there's plenty of seating outside which is nice in the summer time to be able to grab a slice and then finish it off with one of their ices! Parking can be a little difficult and is my only complaint, but you'll forget all about it once you sit down and have a slice of pizza!If you haven't had it yet you're truly missing out",4/26/2017,43,226,353,thpSPlb2O_w4TXmStTnvgQ
325,Benel Z.,0,5,Best Spumoni and pizza around a little expensive but well worth it since there's no other square that you can compare to it and the ices and Spumoni is very good,3/9/2019,16,2,0,_Zeyr925fFKeZ3a88sz9Yw
326,Joe A.,0,5,The best Sicillian slice you'll ever have. It's so crispy and the sauce is absolutely delicious. It's packed 24/7 here and for good reason.Their spumoni ice cream is a family recipe and is handmade and you can tell! Get it. You won't be disappointed.,7/6/2018,2,24,34,gUlGqik2hBuxlhyIGomzjw
327,Sharon W.,1,5,"This place makes me proud to be a lifelong Brooklynite!  L&B is always packed to the rafters because the food is simply that delicious.  Of course they're famous for their squares which are terrific, but their apps and entrees are phenomenal as well.  I'm always searching for the perfect rice balls and their 3 rice ball app is the best.  Perfectly crispy on the outside with the perfect amount of rice, cheese and a little bit of sauce on the inside.  I had the lasagna and my mom had the ravioli last night.  While nothing fancy, it's excellent quality with generous portions of  good ole fashioned red sauce Italian food.  Oh and the women that work the front are so sweet and funny, never getting overwhelmed by the massive crowds waiting to get in!  The waiters and bus boys are also great and attentive.  We're standing shoulder to shoulder with our fellow diners waiting for a table and even though it's crazy packed, everyone is so respectful, smiling and friendly.  You can just feel the great energy of L&B and how happy everyone is just to be there.  Highly recommend.",12/16/2018,6,88,52,5RfBqwE_rQrPIDDFCOhA1Q
328,Denise S.,0,1,I'd give this place a zero if I could. Went one evening after work and was the worst pizza I've had EVER. Unfriendly staff and poor service. This place may be famous but I can't imagine why.,1/19/2019,26,9,1,rHiKBefRA_fC9IUa2x-ARQ
329,Ms C.,0,1,"Unprofessional. Rude. Felt watched whenI left the parking lot  Found much better spot with nice, attentive staff and great food.",1/20/2019,1,12,0,R1LQm_d-ZiZXPos5oTEUAA
330,Jennifer I.,0,5,Best squares! Very cheesy and delicious. Good neighborhood hangout. I've been coming here for over 20 years.,3/8/2019,0,14,1,Ryd-HAmHe1ebQFEF6BVrtA
331,Jillian L.,1,5,"Probably the best Sicilian slice in New York and did I mention it's only $2.75 a slice?The vibe of L&B's is perfect. Walk up to window, place your order, and in seconds be holding a glorious square of deliciousness. I'll start from the bottom and make my way up. The part of the crust that meets the pan gives the square enough hold so that the entire pizza doesn't fall apart and just the right amount of crunch. The next part of the crust is soft and pillowy, a nice offset to the crisp base. Also, it's the perfect vehicle for all the cheesy goodness that comes next. Lastly, it's finished with an incredibly balanced tomato sauce. Not too sweet, not too sour, but a refined in between. If you're not heading over now, sorry that my review didn't entice you, but if you are, please pick me up a slice...or a whole pie!",3/2/2017,415,335,134,z5zk8fwVPOnfnoFkdQbYWw
332,Edward J.,1,5,"This is Mount Rushmore pizza.  Damn, it is perfect in its own singular way.  Dining in or getting a slice from the walk up counter - there are multiple ways to do L&B.  I don't think you need toppings - in fact I really would advise against it.  Just get a plan square pie.  With the cheese on the bottom, the sauce and cheese blend slightly differently, the sauce cooks a little more in the oven, it's bright acidity slightly transformed to something a little deeper, a little more interesting.  The salty pecorino is assertive, adding a pungency to each bite, and punching up that perfectly burnished crust.  This is pizza for the soul.",11/24/2017,134,282,4,0Sw9sDJy9beVwPX6EfOKeg
333,Michael H.,0,4,Squares and Spumoni are on pointSquares are world famous Love the chicken Frandsche's shrimp Parmesan as well,9/4/2018,0,44,0,BpGY0FrQlECzSBed3yyxbQ
334,Mayra G.,0,2,Our wasn't good at all todayThe bread taste staleThe sausage and pepper sandwich was greasyand the eggplant parmigiana also was greasyThe house salad had too much dressing on itI won't be returning to that restaurant,9/19/2018,12,4,1,-ZAHO8cqaXf_Q7FkPKv2bg
335,Vi L.,0,5,The pizza sauce has a hint of sweetness. I would definitely stop by for a Sicilian pepperoni pie again.,12/28/2018,253,2,8,BXdd0zcHcJ1ubYxrWVAPzQ
336,Jeremiah J.,0,1,"Very disappointed, remember going there years ago for my daughters high school graduation, and I thought the food there was decent, and everybody had a good time. When my group walked in this time, we were met with the smell of floors having been wiped with a dirty mop. My party of 5 was quickly seated, and the waitstaff was on point, But the food was bland, tasteless. Nobody finished there food . A lot of cheeses, tomato sauce, garlic and pepper does not constitute Italian Food, won't be going back",5/7/2019,0,13,0,8bRH7D_5_9K6zxNLXYxylg
337,Brian S.,0,4,"Went on a Saturday afternoon in March. Went into the door on the left and there was a pizza man waiting with a square pie ready for slices. The crust was well cooked and a tad charred which I liked. Upon biting in the crust was crunchy on the outside but a bit doughy toward the middle which blended well with the cheese and tomato sauce. Please do not misinterpret this... it is doughy not raw. The sauce was delicious like it was slow cooked with small chunks of tomato and seasonings and it was topped with mozzarella and Parmesan. I initially ordered two slices, as they are about 6 in by 6 in, but I was quickly tempted for more. The price was reasonable .... for two slices of ""square"" and a soda it was $7.50.  The staff was friendly and the crowd was consistent. You can tell this is a neighborhood landmark by the volume of people and the interactions with the staff. It seems there is a lot of outdoor seating, but again as it was March we ate inside. While we were there no less than 5 cops came in. To me, cops know the best places because they work the neighborhood and have their pick of spots daily. Parking was a bit tricky so if you see a spot , grab it. Definitely worth a stop if you're in the area.",3/4/2019,0,11,4,nNxJALZolyeLZgsYPItyXQ
338,Kenny C.,1,5,"I don't know how I've gone 25+ years in Brooklyn and 2200+ Yelp reviews without writing something for L&B.Of course, L&B is part of my formative years, and it's never disappointed me like so much in my life.I don't think I've found a better Sicilian slice. Cheese UNDER the tomato sauce, on top of the fluffiest, airy-est crust you'll ever find. Don't feel bad about eating 4 slices, it's mostly air! And you can't see the cheese so it's not unhealthy! Just don't think about it.Their pizza is also great for carry-out. I've been lucky enough to attend multiple L&B pizza parties. Wait, that made me sound like an 11 year old. They were regular parties where pizza was purchased and eaten.Uhh, there's also a big outside seating space.Also, they have other Italian dishes here, but I can honestly say I have never once considered buying anything else but pizza from them.",2/9/2017,888,3402,12466,xJpvRrk04rb4rgWtMXaPUQ
339,Brian K.,0,5,This is the best pizza in Brooklyn period.(redundancy) The restaurant is above average but nothing special. I'm knocking off a star from the 6 stars from the pizza to make it 5. The pizza is the highlight of the place and really what they're known for.,5/19/2019,0,1,0,R7PZ5VbTF2G8IYAXO32J7w
340,Kristen D.,0,4,"Took my parents while they were in town and we really liked it. We all ordered an entree (all of which were good), but we decided to get a slice each since they're known for the slices, I don't know what we were thinking. Everything was delicious, but we were overstuffed and had to go home for naps.",5/19/2019,25,13,4,-VhZYpyOrOg_lC7t_B0AIQ
341,Isaac S.,0,5,The best square slice known to man. Go to the restaurant you'll be very happy you did.,5/11/2019,1,7,0,MqcVShalgV44X7rARORJzA
342,BC D.,0,5,Incredible. Life changing lol. I'm not even kidding this is hands down one of the best pizza places in Brooklyn.,2/2/2019,781,5,1,KClrxKI1Akmw9Id3mW7FUQ
343,Karen L.,1,4,"What you need to know: - People come here for their Sicilian square pizza and so should you!!! - Credit cards accepted with minimum purchase of $10 - Family owned business since 1939- The slices taste better when you get it fresh and hot off the pan, instead of getting a half or whole pie (since those have been sitting for just a little while). - $2.75 per slice, $21 for half a pie (12 slices; $1.75 per slice) or $40 for whole pie (24 slices; $1.67 per slice)What I always order: - The famous Sicilian square pizza - at first glance, you may think - cafeteria pizza. But it is anything but! When it is fresh off the pan, the crust is crispy and caramelized, the dough is pillowy, soft and airy, and incredibly cheesy! There is an entire layer of cheese underneath the sweet and tangy San Marzano tomato and oregano sauce, olive oil and pecorino romano cheese topping - so it's a delightful surprise!",2/18/2017,102,200,887,dka-nwnZEak9Qn-xOxYqyQ
344,Polowing L.,0,5,This is the best pizza place 5 stars. I ate the pizza and the cheese is the best the crust is so amazing!!  The sauce is the best also. Hounestly L&B is better than dominos papa johns and pizza hut L&B is just so good.,5/17/2019Updated review,0,4,0,ipfdn4_2QokllBXZA8xSDA
345,Melissa E.,1,5,"If you come here and don't get a square slice, you're doing it wrong. They basically make their Sicilian upside down: Cheese on the bottom, heaps of sauce on top. They're always busy, but they move everyone along quickly, and this means the pizza is always incredibly fresh. Make sure to stop here for a NY classic",3/29/2019Previous review,2,113,188,k-dPRIef4rtceE7XwREe1w
346,Jeff K.,0,5,Food is good. Normal wait time under 30minutes. The sound level could be a little noisy,1/6/2018,0,5,0,b-v6l_dfO-L1EfaCy0j5yg
347,Linda G.,0,5,"Forget the Pizza. Go for the Chefs Table Dinner Course after Course of amazing deliciousness Antipasto,Jumbo Shrimp, Steaks,Salads, PastasAnd a choice of desserts.  For a dining experience equal to the finest NYC can offer.Enjoy Spumoni Gardens",2/26/2019,0,4,0,sQ62ndEWYVxZ-XHYZ9mOmg
348,Yvonne C.,0,4,"This is the best pizza place of all Brooklyn! Maybe the best of all times. The wait is a bit long sometimes depending on the time you go however, it's totally worth it. Love the Sicilian slices and love spumoni. This place is best during summer so you can sit anywhere outdoors.",2/25/2019,2,27,8,LZU4hBm7NeqLG8cfouSC2A
349,Brian F.,0,5,Spumoni's is always my favorite pizza place in Brooklyn The square slice is honestly a must try if you are a fan of pizza. Their Spumoni itself is also worth a try at the end of the meal.,2/14/2019,0,12,3,Tmr1_KvNaiZKLIidcErP_w
350,John M.,0,5,The pizza and food here is great! The square pie is better than the round pie! Great chicken parm and meatballs!! Love to dine in as well as outside in the nice weather. Gotta get that Spumoni Ice to top it off! Great place!,5/2/2019,569,18,23,M2QqIAUsIb7YqUSOWdt4Mw
351,Kitty Y.,1,4,"If you come eat at the restaurant, make sure everyone are there on time as they will not seat you if your group is not all there.Food are great with good portions.Love the baked clams and pastas.",10/13/2018,91,63,128,NONPubIGcaNoWJ8yEV1AOQ
352,Sherry W.,1,4,"Come here for the Sicilian style pizza (it's square dough, cheese and sauce). Very saucy and enjoyable. Everyone flock for their pizza and the spumoni. It's a family own restaurant and family friendly restaurant. -- sorry about the death of one of the owner but I felt everyone in the community flock there more to support the family.I dined inside a few times to eat other Italian food; love their pastas! Mussels are yummy appetizer (calamari is always a classic!) to share. My hubby usually get the bake ziti with meat sauce bake lasagna style for take out and it's enough to share for 2-3 people. So it's not just pizza and spumoni-- it's a great experience!I had out-of-town guests and introduced them to the Sicilian style pizza (they loved it)! I love that there is a separate window area for just the pizza and to buy to go! I live nearby so I can go whenever I want for great pizza!",12/30/2017,175,180,529,MQI6gchdfTFlU8s9ZVUXhA
353,Stacey F.,0,5,"Old time favorite. Grew up with spumonis. I'm glad it's standing strong. Sauce is exquisite, and the cheese really comes through on their slices. Great place.",6/1/2017,0,3,0,CtLLLpHVO_GlTT5_jJ0hKQ
354,FredRock A.,0,5,"Awesome squares, the best in town aside from BK's HOMESLICE pizzeria but all the way on the other side of Bk, of course.  Anyway, after this great pizza, their chocolate ice cream is definitely the best in All of Bk.  Lunch n dessert in the same place is my kind of establishment",2/23/2019,1,42,11,ST1r0MJcjXxBDuj5SeoyvA
355,Aaron E.,0,5,Now if you want some real sicilians pizza in New York it's the best ! Very affordable! Expect the wait online at any time of the day,2/3/2019,0,12,1,5W3OkzMsth7v7pXn52XQpQ
356,Pizza M.,0,5,"The Garden of Pizza Eden.  I happily took a bite of the high quality Sicilian slice.  The sauce:  savory and served quite voluminously, a characteristic notably and sadly absent from most NYC slices.  The ambiance:  you get a working man's pizzeria here.  There might be a bona fide mafia type sitting around, too.  Absent, are the yuppies of Lucali, the tourists of Grimaldi's, and the mindless dolts who enjoy waiting two painful hours for a pie at Di Fara.  However long journey make take from gentrified Brooklyn to ""the Garden"", it is worth it.",5/13/2019,0,10,4,YC0gdzNEJ3UKAnO9qOx5Uw
357,Tiffany C.,1,5,We came here on a Friday night with reservations for 6 people. From beginning to end the customer service was fantastic. Steven our waiter was great. He made sure to constantly check to see if we needed anything. Our glasses were always full. The food was great. My mom and grandma are vegetarians so they got the egg plant parm and baked ziti. The baked ziti was surprisingly one of the best dishes. We also got the steak and it was very good. Grew up eating here so it was good to be back.,6/14/2018,140,137,349,kd_XkGViUDgPOMpCrXWX6A
358,Shona H.,0,4,Slow service by waiter. Not handicap accessible at all. No handicapped space in small parking lot. Great pizza and spumoni. Okay salad and chicken over spaghetti.  Good cappuccino.,6/20/2018,22,22,0,jJPCO_LXknLgUwid6lflqg
359,Neil G.,1,4,"You want great pizza Sicilian style? Then this is the place. Folks who come here all request their special part of the pie, be it the corner, end or middle. It's square pizza at its finest. Outside picnic tables and a scene but yummy!!",11/30/2018,11,158,14,GNwoXExq8ews4JEVjEV5AQ
360,Victor P.,0,5,The best Sicilian slice around. The round slice is pretty good also. Love the spumoni ice cream. The dining food is good salads shrimp etc. Its definitely a packed scene on any warm day. The Sicilian slices are very heavy so get ready to gain a few lbs.,5/16/2019,231,8,0,UO7muU1_5Mqbmhn6C9izzA
361,Lexie V.,0,4,"L&B was recommended by one of my patients as ""the best pizza in brooklyn"". Naturally, I was starving and decided to stop by after work. So glad I did!There are two entrances (from what I saw): one for pizza and the other for ""regular"" food. Like the L&B noob that I am, I of course went through the wrong entrance and was kindly directed to the area where pizza was sold. The menu is simple and easy to understand. From what I heard among the orders around me, there were squares, circles or halves (half a square pie which brings 12 slices.. if i remember correctly). I ordered two squares, receiving a corner and side.  (once you have their pizza you'll know what I mean lol). ON TO THE PIZZA! The slices were fresh and hot, I had arrived right before the lunch rush at 12pm. I'm a firm believer that the sauce makes or breaks any type of italian dish. L&B's sauce was spot on, tangy and delicious. I'm not sure if it was the cheese or the dough that made each bite nice and chewy but either way it was a delightful experience. For my two squares and a pure leaf iced tea my total was $7.50 which I thought was fair. The service was fast and efficient, I didn't hang around long as I just wanted to get my belly full and beat the traffic on the way home. I didn't have a chance to try the spumoni but I took 4 more squares to go. L&B is definitely on my list of favorite pizza places in and around NYC!",12/27/2017,37,41,35,bjJHq9I3He6bY-uJeV4HIw
362,Jeff K.,0,5,"Best square pizza I've had, ever!  If you like pizza it's worth the ride to Brooklyn.  He's sure to try one of those many desserts.  As you can see from the pictures I posted you won't be disappointed....",6/5/2018,1473,185,282,Q7Z2nf8pqv16MwVUHFRo9Q
363,Jessica S.,0,5,"Oh my goodness I love this place!! Wether you are looking for the best square slice around or an amazing sit down Italian meal, L & B is the place to go!!",2/4/2019,3,7,0,vmiMWbgqL87-MFti4WlP8w
364,Luke C.,0,3,This used to be a great pizzeria but I'm guessing the new owners changed something in the recipe. The sauce is still good but the crust has been too well done/dry consistently.  I'll still continue coming here although I'll miss the way they used to make it.,1/27/2019,0,11,0,U4VeMKCKj0y7Jcx6j-4yLg
365,Lauren S.,1,3,"Let's start with this- The spumoni is just as amazing as all of the reviews say it is. On a hot summer day, there is nothing more classically Brooklyn than getting a slice, a spumoni, and sitting outside. With that being said...Don't order any of the other dishes. The food is so mediocre and sometimes less than mediocre. The food has gone downhill over the years. The worst I've had was my lunch here today- rice balls parmigiana- there was about 10 grains of rice in each rice ball- it was all meat and breading. Nope. I'll be sticking to slices & spumoni from here on out.",12/13/2017,15,135,0,KrF6SHT7PCfp5URACAaZ5g
366,Nelson Y.,0,2,"Probably one of the better pizza around here; however, the service in the restaurant is very slow.  You will notice the waiters giving special attention to certain groups to get a better tip.  We have to sit there for a good 15 minutes before we got our forks.  Skip the restaurant and stick with the pizza and ice cream.",5/20/2018,57,28,46,NUQWDdNpYjIdKauyVUBqDw
